date,station,depth.m,parameter,value,depth.measurement,datasource,flag,depth_m
2011-05-31,200,NA,chla_ugl,1.65,assumed,LMP bio,NA,0.1
2011-05-31,210,NA,chla_ugl,1.46,assumed,LMP bio,NA,0.1
2011-05-31,220,NA,chla_ugl,1.63,assumed,LMP bio,NA,0.1
2011-05-31,230,NA,chla_ugl,1.63,assumed,LMP bio,NA,0.1
2010-10-11,20,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2010-10-05,70,NA,chla_ugl,1,assumed,LMP bio,NA,0.1
2010-10-05,110,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2010-10-05,200,NA,chla_ugl,1.14,assumed,LMP bio,NA,0.1
2010-10-03,10,NA,chla_ugl,1,assumed,LMP bio,NA,0.1
2010-09-13,70,NA,chla_ugl,1.79,assumed,LMP bio,NA,0.1
2010-09-13,200,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2010-09-13,210,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2010-09-13,220,NA,chla_ugl,1.6,assumed,LMP bio,NA,0.1
2010-09-13,230,NA,chla_ugl,1.6,assumed,LMP bio,NA,0.1
2010-09-07,80,NA,chla_ugl,1.3,assumed,LMP bio,NA,0.1
2010-09-07,90,NA,chla_ugl,1.25,assumed,LMP bio,NA,0.1
2010-09-07,110,NA,chla_ugl,1.38,assumed,LMP bio,NA,0.1
2010-09-06,10,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2010-09-06,20,NA,chla_ugl,1.14,assumed,LMP bio,NA,0.1
2010-09-06,30,NA,chla_ugl,2.01,assumed,LMP bio,NA,0.1
2010-08-17,200,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2010-08-17,210,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2010-08-17,220,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2010-08-17,230,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2010-08-11,100.1,NA,chla_ugl,1.25,assumed,LMP bio,NA,0.1
2010-08-10,30,NA,chla_ugl,1.74,assumed,LMP bio,NA,0.1
2010-08-10,80,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2010-08-10,90,NA,chla_ugl,1.41,assumed,LMP bio,NA,0.1
2010-08-10,110,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2010-08-09,10,NA,chla_ugl,1.98,assumed,LMP bio,NA,0.1
2010-08-08,20,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2010-08-08,70,NA,chla_ugl,1.77,assumed,LMP bio,NA,0.1
2010-07-20,70,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2010-07-13,30,NA,chla_ugl,0.88,assumed,LMP bio,NA,0.1
2010-07-13,80,NA,chla_ugl,9.55,assumed,LMP bio,NA,0.1
2010-07-13,90,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2010-07-12,10,NA,chla_ugl,2.25,assumed,LMP bio,NA,0.1
2010-07-12,110,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2010-07-12,200,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2010-07-12,210,NA,chla_ugl,1.42,assumed,LMP bio,NA,0.1
2010-07-12,220,NA,chla_ugl,1.21,assumed,LMP bio,NA,0.1
2010-07-12,230,NA,chla_ugl,1.4,assumed,LMP bio,NA,0.1
2010-07-11,20,NA,chla_ugl,1.23,assumed,LMP bio,NA,0.1
2010-06-21,70,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2010-06-15,10,NA,chla_ugl,2.35,assumed,LMP bio,NA,0.1
2010-06-15,20,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2010-06-15,30,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2010-06-15,80,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2010-06-15,90,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2010-06-15,110,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2010-06-02,200,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2010-06-02,210,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2010-06-02,220,NA,chla_ugl,1.4,assumed,LMP bio,NA,0.1
2010-06-02,230,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2009-10-11,20,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2009-10-06,70,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2009-10-05,210,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2009-10-04,10,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2009-09-30,110,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2009-09-29,60,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2009-09-08,10,NA,chla_ugl,2.3,assumed,LMP bio,NA,0.1
2009-09-08,70,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2009-09-08,80,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2009-09-08,90,NA,chla_ugl,1.23,assumed,LMP bio,NA,0.1
2009-09-08,100.1,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2009-09-08,110,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2009-09-07,30,NA,chla_ugl,2.16,assumed,LMP bio,NA,0.1
2009-09-07,60,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2009-09-06,20,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2009-09-01,200,NA,chla_ugl,2.72,assumed,LMP bio,NA,0.1
2009-09-01,210,NA,chla_ugl,2.84,assumed,LMP bio,NA,0.1
2009-09-01,220,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2009-09-01,230,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2009-08-19,100.1,NA,chla_ugl,0.36,assumed,LMP bio,NA,0.1
2009-08-12,20,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2009-08-12,30,NA,chla_ugl,3.44,assumed,LMP bio,NA,0.1
2009-08-12,80,NA,chla_ugl,1.23,assumed,LMP bio,NA,0.1
2009-08-12,90,NA,chla_ugl,0.88,assumed,LMP bio,NA,0.1
2009-08-12,200,NA,chla_ugl,1.94,assumed,LMP bio,NA,0.1
2009-08-12,210,NA,chla_ugl,1.83,assumed,LMP bio,NA,0.1
2009-08-12,220,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2009-08-12,230,NA,chla_ugl,2.13,assumed,LMP bio,NA,0.1
2009-08-11,10,NA,chla_ugl,2.87,assumed,LMP bio,NA,0.1
2009-08-11,110,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2009-08-10,60,NA,chla_ugl,1.04,assumed,LMP bio,NA,0.1
2009-08-10,70,NA,chla_ugl,1.4,assumed,LMP bio,NA,0.1
2009-07-20,100.1,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2009-07-20,110,NA,chla_ugl,0.74,assumed,LMP bio,NA,0.1
2009-07-15,80,NA,chla_ugl,0.76,assumed,LMP bio,NA,0.1
2009-07-15,90,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2009-07-14,20,NA,chla_ugl,1.37,assumed,LMP bio,NA,0.1
2009-07-14,30,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2009-07-13,10,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2009-07-13,60,NA,chla_ugl,1.56,assumed,LMP bio,NA,0.1
2009-07-13,70,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2009-07-13,200,NA,chla_ugl,0.33,assumed,LMP bio,NA,0.1
2009-07-13,210,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2009-07-13,220,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2009-07-13,230,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2009-06-24,30,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2009-06-24,100.1,NA,chla_ugl,2.37,assumed,LMP bio,NA,0.1
2009-06-22,200,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2009-06-22,210,NA,chla_ugl,2.15,assumed,LMP bio,NA,0.1
2009-06-22,220,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2009-06-22,230,NA,chla_ugl,2.04,assumed,LMP bio,NA,0.1
2009-06-17,110,NA,chla_ugl,2.18,assumed,LMP bio,NA,0.1
2009-06-16,10,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2009-06-16,20,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2009-06-14,70,NA,chla_ugl,1.63,assumed,LMP bio,NA,0.1
2009-06-13,60,NA,chla_ugl,1.63,assumed,LMP bio,NA,0.1
2009-05-26,200,NA,chla_ugl,0.2,assumed,LMP bio,NA,0.1
2009-05-26,210,NA,chla_ugl,0.2,assumed,LMP bio,NA,0.1
2009-05-26,220,NA,chla_ugl,0.2,assumed,LMP bio,NA,0.1
2009-05-26,230,NA,chla_ugl,0.2,assumed,LMP bio,NA,0.1
2008-10-13,70,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2008-10-08,100.1,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2008-10-08,110,NA,chla_ugl,1.63,assumed,LMP bio,NA,0.1
2008-10-05,20,NA,chla_ugl,2.35,assumed,LMP bio,NA,0.1
2008-09-30,60,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2008-09-29,30,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2008-09-10,30,NA,chla_ugl,1.59,assumed,LMP bio,NA,0.1
2008-09-10,110,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2008-09-09,60,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2008-09-08,80,NA,chla_ugl,0.73,assumed,LMP bio,NA,0.1
2008-09-08,90,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2008-09-07,20,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2008-09-02,200,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2008-09-02,210,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2008-09-02,220,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2008-09-02,230,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2008-08-14,20,NA,chla_ugl,1.66,assumed,LMP bio,NA,0.1
2008-08-13,70,NA,chla_ugl,0,assumed,LMP bio,suspect,0.1
2008-08-13,110,NA,chla_ugl,0,assumed,LMP bio,suspect,0.1
2008-08-12,60,NA,chla_ugl,1.3,assumed,LMP bio,NA,0.1
2008-08-12,80,NA,chla_ugl,0,assumed,LMP bio,suspect,0.1
2008-08-12,90,NA,chla_ugl,0,assumed,LMP bio,suspect,0.1
2008-08-11,10,NA,chla_ugl,2.35,assumed,LMP bio,NA,0.1
2008-07-29,200,NA,chla_ugl,2.01,assumed,LMP bio,NA,0.1
2008-07-29,210,NA,chla_ugl,2.25,assumed,LMP bio,NA,0.1
2008-07-29,220,NA,chla_ugl,2.25,assumed,LMP bio,NA,0.1
2008-07-29,230,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2008-07-17,80,NA,chla_ugl,0.73,assumed,LMP bio,NA,0.1
2008-07-17,90,NA,chla_ugl,0.76,assumed,LMP bio,NA,0.1
2008-07-16,100.1,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2008-07-16,110,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2008-07-15,30,NA,chla_ugl,3.2,assumed,LMP bio,NA,0.1
2008-07-15,60,NA,chla_ugl,1.59,assumed,LMP bio,NA,0.1
2008-07-14,70,NA,chla_ugl,2.37,assumed,LMP bio,NA,0.1
2008-07-13,20,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2008-07-01,200,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2008-07-01,210,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2008-07-01,220,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2008-07-01,230,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2008-06-30,70,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2008-06-29,10,NA,chla_ugl,2.13,assumed,LMP bio,NA,0.1
2008-06-24,30,NA,chla_ugl,2.51,assumed,LMP bio,NA,0.1
2008-06-17,20,NA,chla_ugl,2.51,assumed,LMP bio,NA,0.1
2008-06-17,110,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2008-06-16,60,NA,chla_ugl,2.13,assumed,LMP bio,NA,0.1
2008-06-03,200,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2008-06-03,210,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2008-06-03,220,NA,chla_ugl,1.59,assumed,LMP bio,NA,0.1
2008-06-03,230,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2007-10-15,10,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2007-10-15,70,NA,chla_ugl,0.76,assumed,LMP bio,NA,0.1
2007-10-15,100.1,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2007-10-09,110,NA,chla_ugl,1.85,assumed,LMP bio,NA,0.1
2007-10-07,20,NA,chla_ugl,0.76,assumed,LMP bio,NA,0.1
2007-10-07,30,NA,chla_ugl,0.19,assumed,LMP bio,NA,0.1
2007-10-07,60,NA,chla_ugl,0,assumed,LMP bio,suspect,0.1
2007-09-25,100.1,NA,chla_ugl,1.4,assumed,LMP bio,NA,0.1
2007-09-22,10,NA,chla_ugl,2.7,assumed,LMP bio,NA,0.1
2007-09-18,30,NA,chla_ugl,2.68,assumed,LMP bio,NA,0.1
2007-09-18,80,NA,chla_ugl,2.34,assumed,LMP bio,NA,0.1
2007-09-18,90,NA,chla_ugl,2.35,assumed,LMP bio,NA,0.1
2007-09-17,60,NA,chla_ugl,2.51,assumed,LMP bio,NA,0.1
2007-09-17,70,NA,chla_ugl,3.25,assumed,LMP bio,NA,0.1
2007-09-17,110,NA,chla_ugl,2.7,assumed,LMP bio,NA,0.1
2007-09-11,200,NA,chla_ugl,3.24,assumed,LMP bio,NA,0.1
2007-09-11,210,NA,chla_ugl,1.75,assumed,LMP bio,NA,0.1
2007-09-11,220,NA,chla_ugl,2.42,assumed,LMP bio,NA,0.1
2007-09-03,10,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2007-08-22,70,NA,chla_ugl,2.32,assumed,LMP bio,NA,0.1
2007-08-22,80,NA,chla_ugl,2.85,assumed,LMP bio,NA,0.1
2007-08-22,90,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2007-08-21,20,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2007-08-21,110,NA,chla_ugl,2.32,assumed,LMP bio,NA,0.1
2007-08-20,30,NA,chla_ugl,2.16,assumed,LMP bio,NA,0.1
2007-08-20,100.1,NA,chla_ugl,3.06,assumed,LMP bio,NA,0.1
2007-08-14,200,NA,chla_ugl,2.16,assumed,LMP bio,NA,0.1
2007-08-14,210,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2007-08-14,220,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2007-08-14,230,NA,chla_ugl,2.32,assumed,LMP bio,NA,0.1
2007-07-23,10,NA,chla_ugl,2.93,assumed,LMP bio,NA,0.1
2007-07-18,70,NA,chla_ugl,2.84,assumed,LMP bio,NA,0.1
2007-07-17,20,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2007-07-17,60,NA,chla_ugl,1.56,assumed,LMP bio,NA,0.1
2007-07-17,80,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2007-07-17,90,NA,chla_ugl,1.83,assumed,LMP bio,NA,0.1
2007-07-16,30,NA,chla_ugl,2.35,assumed,LMP bio,NA,0.1
2007-07-16,110,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2007-07-16,200,NA,chla_ugl,1.94,assumed,LMP bio,NA,0.1
2007-07-16,210,NA,chla_ugl,2.3,assumed,LMP bio,NA,0.1
2007-07-16,220,NA,chla_ugl,3.37,assumed,LMP bio,NA,0.1
2007-07-16,230,NA,chla_ugl,2.89,assumed,LMP bio,NA,0.1
2007-06-19,30,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2007-06-19,60,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2007-06-19,70,NA,chla_ugl,1.42,assumed,LMP bio,NA,0.1
2007-06-19,80,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2007-06-19,90,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2007-06-19,110,NA,chla_ugl,1.25,assumed,LMP bio,NA,0.1
2007-06-18,20,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2007-06-17,10,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2007-06-17,100.1,NA,chla_ugl,0.76,assumed,LMP bio,NA,0.1
2007-06-11,200,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2007-06-11,210,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2007-06-11,220,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2007-06-11,230,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2006-10-10,110,NA,chla_ugl,3.69,assumed,LMP bio,NA,0.1
2006-10-09,100.1,NA,chla_ugl,3.83,assumed,LMP bio,NA,0.1
2006-10-09,200,NA,chla_ugl,4.04,assumed,LMP bio,NA,0.1
2006-10-09,210,NA,chla_ugl,4.35,assumed,LMP bio,NA,0.1
2006-10-08,70,NA,chla_ugl,3.9,assumed,LMP bio,NA,0.1
2006-10-03,30,NA,chla_ugl,4.95,assumed,LMP bio,NA,0.1
2006-10-03,80,NA,chla_ugl,4.55,assumed,LMP bio,NA,0.1
2006-10-03,90,NA,chla_ugl,4.95,assumed,LMP bio,NA,0.1
2006-10-01,20,NA,chla_ugl,6.75,assumed,LMP bio,NA,0.1
2006-09-11,200,NA,chla_ugl,5.3,assumed,LMP bio,NA,0.1
2006-09-11,210,NA,chla_ugl,5.28,assumed,LMP bio,NA,0.1
2006-09-11,220,NA,chla_ugl,5.28,assumed,LMP bio,NA,0.1
2006-09-11,230,NA,chla_ugl,4.45,assumed,LMP bio,NA,0.1
2006-09-06,30,NA,chla_ugl,4.99,assumed,LMP bio,NA,0.1
2006-09-06,80,NA,chla_ugl,4.47,assumed,LMP bio,NA,0.1
2006-09-06,90,NA,chla_ugl,4.47,assumed,LMP bio,NA,0.1
2006-09-06,100.1,NA,chla_ugl,4.83,assumed,LMP bio,NA,0.1
2006-09-05,110,NA,chla_ugl,4.83,assumed,LMP bio,NA,0.1
2006-09-04,10,NA,chla_ugl,4.95,assumed,LMP bio,NA,0.1
2006-09-04,20,NA,chla_ugl,4.85,assumed,LMP bio,NA,0.1
2006-09-04,70,NA,chla_ugl,5.21,assumed,LMP bio,NA,0.1
2006-08-16,30,NA,chla_ugl,5.18,assumed,LMP bio,NA,0.1
2006-08-16,60,NA,chla_ugl,4.19,assumed,LMP bio,NA,0.1
2006-08-15,10,NA,chla_ugl,4.04,assumed,LMP bio,NA,0.1
2006-08-15,20,NA,chla_ugl,4.76,assumed,LMP bio,NA,0.1
2006-08-15,110,NA,chla_ugl,3.66,assumed,LMP bio,NA,0.1
2006-08-15,220,NA,chla_ugl,4.52,assumed,LMP bio,NA,0.1
2006-08-15,230,NA,chla_ugl,4.35,assumed,LMP bio,NA,0.1
2006-08-14,70,NA,chla_ugl,4,assumed,LMP bio,NA,0.1
2006-08-14,80,NA,chla_ugl,3.55,assumed,LMP bio,NA,0.1
2006-08-14,90,NA,chla_ugl,3.64,assumed,LMP bio,NA,0.1
2006-07-24,200,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2006-07-24,210,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2006-07-24,220,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2006-07-24,230,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2006-07-18,10,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2006-07-18,20,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2006-07-18,100.1,NA,chla_ugl,1.44,assumed,LMP bio,NA,0.1
2006-07-17,30,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2006-07-17,80,NA,chla_ugl,0.74,assumed,LMP bio,NA,0.1
2006-07-17,90,NA,chla_ugl,0.14,assumed,LMP bio,NA,0.1
2006-07-17,110,NA,chla_ugl,1.3,assumed,LMP bio,NA,0.1
2006-07-16,60,NA,chla_ugl,1.39,assumed,LMP bio,NA,0.1
2006-07-09,70,NA,chla_ugl,2.01,assumed,LMP bio,NA,0.1
2006-07-05,200,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2006-07-05,210,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2006-07-05,220,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2006-07-05,230,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2006-06-25,10,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2006-06-25,20,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2006-06-21,30,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2006-06-21,110,NA,chla_ugl,2.18,assumed,LMP bio,NA,0.1
2006-05-31,200,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2006-05-31,210,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
2006-05-31,220,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2006-05-31,230,NA,chla_ugl,1.42,assumed,LMP bio,NA,0.1
2005-10-10,100.1,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2005-10-09,10,NA,chla_ugl,3.11,assumed,LMP bio,NA,0.1
2005-10-09,20,NA,chla_ugl,4.36,assumed,LMP bio,NA,0.1
2005-10-09,110,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-09-14,100.1,NA,chla_ugl,1.07,assumed,LMP bio,NA,0.1
2005-09-14,200,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2005-09-14,210,NA,chla_ugl,2.16,assumed,LMP bio,NA,0.1
2005-09-14,220,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2005-09-14,230,NA,chla_ugl,2.32,assumed,LMP bio,NA,0.1
2005-09-13,110,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2005-09-12,80,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2005-09-12,90,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2005-09-11,30,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-09-11,70,NA,chla_ugl,0.71,assumed,LMP bio,NA,0.1
2005-09-10,20,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2005-08-23,60,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2005-08-22,200,NA,chla_ugl,1.82,assumed,LMP bio,NA,0.1
2005-08-22,210,NA,chla_ugl,1.25,assumed,LMP bio,NA,0.1
2005-08-22,220,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-08-22,230,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2005-08-17,30,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2005-08-17,100.1,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2005-08-16,10,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2005-08-16,20,NA,chla_ugl,1.99,assumed,LMP bio,NA,0.1
2005-08-15,70,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2005-08-15,80,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-08-15,90,NA,chla_ugl,1.47,assumed,LMP bio,NA,0.1
2005-08-10,10,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2005-07-27,60,NA,chla_ugl,1.36,assumed,LMP bio,NA,0.1
2005-07-25,200,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2005-07-25,210,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2005-07-25,220,NA,chla_ugl,1.8,assumed,LMP bio,NA,0.1
2005-07-25,230,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-07-20,10,NA,chla_ugl,2.55,assumed,LMP bio,NA,0.1
2005-07-20,100.1,NA,chla_ugl,1.42,assumed,LMP bio,NA,0.1
2005-07-19,30,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2005-07-19,80,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2005-07-19,90,NA,chla_ugl,2.13,assumed,LMP bio,NA,0.1
2005-07-19,110,NA,chla_ugl,2.94,assumed,LMP bio,NA,0.1
2005-07-17,70,NA,chla_ugl,1.78,assumed,LMP bio,NA,0.1
2005-07-13,20,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2005-07-03,60,NA,chla_ugl,1.09,assumed,LMP bio,NA,0.1
2005-06-27,200,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2005-06-27,210,NA,chla_ugl,1.97,assumed,LMP bio,NA,0.1
2005-06-27,220,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2005-06-26,10,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2005-06-26,70,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2005-06-20,20,NA,chla_ugl,1.3,assumed,LMP bio,NA,0.1
2005-06-20,30,NA,chla_ugl,0.9,assumed,LMP bio,NA,0.1
2005-06-20,80,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2005-06-20,90,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2005-06-20,110,NA,chla_ugl,1.07,assumed,LMP bio,NA,0.1
2004-10-10,80,NA,chla_ugl,1.73,assumed,LMP bio,NA,0.1
2004-10-10,90,NA,chla_ugl,1.64,assumed,LMP bio,NA,0.1
2004-10-06,30,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2004-10-04,70,NA,chla_ugl,2.37,assumed,LMP bio,NA,0.1
2004-10-03,110,NA,chla_ugl,1.49,assumed,LMP bio,NA,0.1
2004-09-22,110,NA,chla_ugl,0.83,assumed,LMP bio,NA,0.1
2004-09-20,80,NA,chla_ugl,1.61,assumed,LMP bio,NA,0.1
2004-09-20,90,NA,chla_ugl,1.19,assumed,LMP bio,NA,0.1
2004-09-20,200,NA,chla_ugl,0.95,assumed,LMP bio,NA,0.1
2004-09-20,210,NA,chla_ugl,1.11,assumed,LMP bio,NA,0.1
2004-09-20,220,NA,chla_ugl,0.04,assumed,LMP bio,NA,0.1
2004-09-20,230,NA,chla_ugl,1.92,assumed,LMP bio,NA,0.1
2004-08-24,80,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2004-08-24,90,NA,chla_ugl,1.07,assumed,LMP bio,NA,0.1
2004-08-23,200,NA,chla_ugl,1.28,assumed,LMP bio,NA,0.1
2004-08-23,210,NA,chla_ugl,1.43,assumed,LMP bio,NA,0.1
2004-08-23,220,NA,chla_ugl,1.45,assumed,LMP bio,NA,0.1
2004-08-23,230,NA,chla_ugl,1.14,assumed,LMP bio,NA,0.1
2004-08-22,60,NA,chla_ugl,1.07,assumed,LMP bio,NA,0.1
2004-08-18,30,NA,chla_ugl,1.42,assumed,LMP bio,NA,0.1
2004-08-17,70,NA,chla_ugl,1.26,assumed,LMP bio,NA,0.1
2004-08-17,110,NA,chla_ugl,0.92,assumed,LMP bio,NA,0.1
